SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE
210051247,Meadow Heights,23270,Hume (C),1,100
210051248,Melbourne Airport,23270,Hume (C),1,100
210051249,Roxburgh Park - Somerton,23270,Hume (C),1,100
210051250,Tullamarine,23270,Hume (C),1,100
211011251,Bayswater,23670,Knox (C),1,100
211011252,Boronia - The Basin,23670,Knox (C),1,100
211011253,Ferntree Gully,23670,Knox (C),1,100
211011254,Knoxfield - Scoresby,23670,Knox (C),1,100
211011255,Lysterfield,23670,Knox (C),0.9937423,99.3742272
211011255,Lysterfield,27450,Yarra Ranges (S),0.0062577,0.6257728
211011256,Rowville - Central,23670,Knox (C),1,100
211011257,Rowville - North,23670,Knox (C),1,100
211011258,Rowville - South,23670,Knox (C),1,100
211011259,Wantirna,23670,Knox (C),1,100
211011260,Wantirna South,23670,Knox (C),1,100
211021261,Donvale - Park Orchards,24210,Manningham (C),1,100
211021262,Warrandyte - Wonga Park,24210,Manningham (C),0.9598243,95.982426
211021262,Warrandyte - Wonga Park,27450,Yarra Ranges (S),0.0401757,4.017574
211031263,Bayswater North,24410,Maroondah (C),1,100
211031264,Croydon,24410,Maroondah (C),1,100
211031265,Croydon Hills - Warranwood,24410,Maroondah (C),1,100
211031266,Ringwood,24410,Maroondah (C),1,100
211031267,Ringwood East,24410,Maroondah (C),1,100
211031268,Ringwood North,24410,Maroondah (C),1,100
211041269,Forest Hill,26980,Whitehorse (C),1,100
211041270,Mitcham (Vic.),26980,Whitehorse (C),1,100
211041271,Nunawading,24210,Manningham (C),0.0263951,2.6395106
211041271,Nunawading,26980,Whitehorse (C),0.9736049,97.3604894
211041272,Vermont,24410,Maroondah (C),0.0428111,4.2811086
211041272,Vermont,26980,Whitehorse (C),0.9571889,95.7188914
211041273,Vermont South,26980,Whitehorse (C),1,100
211051274,Belgrave - Selby,21450,Cardinia (S),0.0175874,1.7587414
211051274,Belgrave - Selby,27450,Yarra Ranges (S),0.9824126,98.2412586
211051275,Chirnside Park,27450,Yarra Ranges (S),1,100
211051276,Healesville - Yarra Glen,27450,Yarra Ranges (S),1,100
211051277,Kilsyth,27450,Yarra Ranges (S),1,100
211051278,Lilydale - Coldstream,27450,Yarra Ranges (S),1,100
211051279,Monbulk - Silvan,27450,Yarra Ranges (S),1,100
211051280,Montrose,27450,Yarra Ranges (S),1,100
211051281,Mooroolbark,27450,Yarra Ranges (S),1,100
211051282,Mount Dandenong - Olinda,27450,Yarra Ranges (S),1,100
211051283,Mount Evelyn,27450,Yarra Ranges (S),1,100
211051284,Upwey - Tecoma,27450,Yarra Ranges (S),1,100
211051285,Wandin - Seville,27450,Yarra Ranges (S),1,100
211051286,Yarra Valley,27450,Yarra Ranges (S),1,100
212011287,Beaconsfield - Officer,21450,Cardinia (S),1,100
212011288,Bunyip - Garfield,21450,Cardinia (S),1,100
212011289,Emerald - Cockatoo,21450,Cardinia (S),0.9805836,98.0583614
212011289,Emerald - Cockatoo,27450,Yarra Ranges (S),0.0194164,1.9416386
212011290,Koo Wee Rup,21450,Cardinia (S),1,100
212011291,Pakenham - North,21450,Cardinia (S),1,100
212011292,Pakenham - South,21450,Cardinia (S),1,100
212021293,Berwick - North,21610,Casey (C),1,100
212021294,Berwick - South,21610,Casey (C),1,100
212021295,Doveton,21610,Casey (C),1,100
212021296,Endeavour Hills,21610,Casey (C),1,100
212021297,Hallam,21610,Casey (C),1,100
212021298,Narre Warren,21610,Casey (C),1,100
212021299,Narre Warren North,21610,Casey (C),1,100
212031300,Cranbourne,21610,Casey (C),1,100
212031301,Cranbourne East,21610,Casey (C),1,100
212031302,Cranbourne North,21610,Casey (C),1,100
212031303,Cranbourne South,21610,Casey (C),1,100
212031304,Cranbourne West,21610,Casey (C),1,100
212031305,Hampton Park - Lynbrook,21610,Casey (C),1,100
212031306,Lynbrook - Lyndhurst,21610,Casey (C),1,100
212031307,Narre Warren South,21610,Casey (C),1,100
212031308,Pearcedale - Tooradin,21610,Casey (C),1,100
212041309,Clarinda - Oakleigh South,23430,Kingston (C),1,100
212041310,Clayton South,23430,Kingston (C),1,100
212041311,Dandenong,22670,Greater Dandenong (C),1,100
212041312,Dandenong North,22670,Greater Dandenong (C),1,100
212041313,Dingley Village,23430,Kingston (C),1,100
212041314,Keysborough,22670,Greater Dandenong (C),1,100
212041315,Noble Park,22670,Greater Dandenong (C),1,100
212041316,Noble Park North,22670,Greater Dandenong (C),1,100
212041317,Springvale,22670,Greater Dandenong (C),1,100
212041318,Springvale South,22670,Greater Dandenong (C),1,100
212051319,Ashwood - Chadstone,24970,Monash (C),1,100
212051320,Clayton,24970,Monash (C),1,100
212051321,Glen Waverley - East,24970,Monash (C),1,100
212051322,Glen Waverley - West,24970,Monash (C),1,100
212051323,Mount Waverley - North,24970,Monash (C),1,100
212051324,Mount Waverley - South,24970,Monash (C),1,100
212051325,Mulgrave,24970,Monash (C),1,100
212051326,Oakleigh - Huntingdale,24970,Monash (C),1,100
212051327,Wheelers Hill,24970,Monash (C),1,100
213011328,Ardeer - Albion,21180,Brimbank (C),1,100
213011329,Cairnlea,21180,Brimbank (C),1,100
213011330,Deer Park - Derrimut,21180,Brimbank (C),1,100
213011331,Delahey,21180,Brimbank (C),1,100
213011332,Keilor Downs,21180,Brimbank (C),1,100
213011333,Kings Park (Vic.),21180,Brimbank (C),1,100
213011334,St Albans - North,21180,Brimbank (C),1,100
213011335,St Albans - South,21180,Brimbank (C),1,100
213011336,Sunshine,21180,Brimbank (C),1,100
213011337,Sunshine North,21180,Brimbank (C),1,100
213011338,Sunshine West,21180,Brimbank (C),1,100
213011339,Sydenham,21180,Brimbank (C),1,100
213011340,Taylors Lakes,21180,Brimbank (C),1,100
213021341,Altona,23110,Hobsons Bay (C),1,100
213021342,Altona Meadows,23110,Hobsons Bay (C),1,100
213021343,Altona North,23110,Hobsons Bay (C),1,100
213021344,Newport,23110,Hobsons Bay (C),1,100
213021345,Seabrook,23110,Hobsons Bay (C),1,100
213021346,Williamstown,23110,Hobsons Bay (C),1,100
213031347,Braybrook,24330,Maribyrnong (C),1,100
213031348,Footscray,24330,Maribyrnong (C),1,100
213031349,Maribyrnong,24330,Maribyrnong (C),1,100
213031350,Seddon - Kingsville,24330,Maribyrnong (C),1,100
213031351,West Footscray - Tottenham,24330,Maribyrnong (C),1,100
213031352,Yarraville,24330,Maribyrnong (C),1,100
213041353,Bacchus Marsh,25150,Moorabool (S),1,100
213041354,Caroline Springs,24650,Melton (S),1,100
213041355,Hillside,24650,Melton (S),1,100
213041356,Melton,24650,Melton (S),1,100
213041357,Melton South,24650,Melton (S),1,100
213041358,Melton West,24650,Melton (S),1,100
213041359,Rockbank - Mount Cottrell,24650,Melton (S),1,100
213041360,Taylors Hill,24650,Melton (S),1,100
213051361,Hoppers Crossing - North,27260,Wyndham (C),1,100
213051362,Hoppers Crossing - South,27260,Wyndham (C),1,100
213051363,Laverton,23110,Hobsons Bay (C),0.8308677,83.0867672
213051363,Laverton,27260,Wyndham (C),0.1691323,16.9132328
213051364,Point Cook,27260,Wyndham (C),1,100
213051365,Tarneit,27260,Wyndham (C),1,100
213051366,Truganina,27260,Wyndham (C),1,100
213051367,Werribee,27260,Wyndham (C),1,100
213051368,Werribee - South,27260,Wyndham (C),1,100
213051369,Wyndham Vale,27260,Wyndham (C),1,100
214011370,Carrum Downs,22170,Frankston (C),1,100
214011371,Frankston,22170,Frankston (C),1,100
214011372,Frankston North,22170,Frankston (C),1,100
214011373,Frankston South,22170,Frankston (C),1,100
214011374,Langwarrin,22170,Frankston (C),1,100
214011375,Seaford (Vic.),22170,Frankston (C),1,100
214011376,Skye - Sandhurst,22170,Frankston (C),1,100
214021377,Dromana,25340,Mornington Peninsula (S),1,100
214021378,Flinders,25340,Mornington Peninsula (S),1,100
214021379,Hastings - Somers,25340,Mornington Peninsula (S),1,100
214021380,Mornington,25340,Mornington Peninsula (S),1,100
214021381,Mount Eliza,25340,Mornington Peninsula (S),1,100
214021382,Mount Martha,25340,Mornington Peninsula (S),1,100
214021383,Point Nepean,25340,Mornington Peninsula (S),1,100
214021384,Rosebud - McCrae,25340,Mornington Peninsula (S),1,100
214021385,Somerville,25340,Mornington Peninsula (S),1,100
215011386,Ararat,20260,Ararat (RC),1,100
215011387,Ararat Region,20260,Ararat (RC),0.9876115,98.7611468
215011387,Ararat Region,25990,Pyrenees (S),0.0123885,1.2388532
215011388,Horsham,23190,Horsham (RC),1,100
215011389,Horsham Region,23190,Horsham (RC),0.9929588,99.2958817
215011389,Horsham Region,26890,West Wimmera (S),0.0011737,0.1173726
215011389,Horsham Region,27630,Yarriambiack (S),0.0058675,0.5867457
215011390,Nhill Region,22980,Hindmarsh (S),0.8058445,80.584447
215011390,Nhill Region,26890,West Wimmera (S),0.1897093,18.9709322
215011390,Nhill Region,27630,Yarriambiack (S),0.0044461,0.4446069
215011391,St Arnaud,25810,Northern Grampians (S),0.9948593,99.4859295
215011391,St Arnaud,27630,Yarriambiack (S),0.0051407,0.5140705
215011392,Stawell,25810,Northern Grampians (S),1,100
215011393,West Wimmera,26890,West Wimmera (S),1,100
215011394,Yarriambiack,25810,Northern Grampians (S),0.0011386,0.1138626
215011394,Yarriambiack,27630,Yarriambiack (S),0.9988614,99.8861374
215021395,Irymple,24780,Mildura (RC),1,100
215021396,Merbein,24780,Mildura (RC),1,100
215021397,Mildura,24780,Mildura (RC),1,100
215021398,Mildura Region,24780,Mildura (RC),1,100
215021399,Red Cliffs,24780,Mildura (RC),1,100
215031400,Buloke,21270,Buloke (S),0.9995299,99.9529921
215031400,Buloke,26610,Swan Hill (RC),0.0004699,0.0469923
215031401,Gannawarra,22250,Gannawarra (S),0.9998455,99.9845518
215031401,Gannawarra,26610,Swan Hill (RC),0.0001543,0.0154328
215031402,Kerang,22250,Gannawarra (S),1,100
215031403,Robinvale,26610,Swan Hill (RC),1,100
215031404,Swan Hill,26610,Swan Hill (RC),1,100
215031405,Swan Hill Region,22250,Gannawarra (S),0.0010388,0.1038783
215031405,Swan Hill Region,26610,Swan Hill (RC),0.9989612,99.8961217
216011406,Echuca,21370,Campaspe (S),1,100
216011407,Kyabram,21370,Campaspe (S),0.9826719,98.267192
216011407,Kyabram,22830,Greater Shepparton (C),0.0173281,1.732808
216011408,Lockington - Gunbower,21370,Campaspe (S),1,100
216011409,Rochester,21370,Campaspe (S),1,100
216011410,Rushworth,21370,Campaspe (S),1,100
216021411,Cobram,24900,Moira (S),1,100
216021412,Moira,24900,Moira (S),1,100
216021413,Numurkah,24900,Moira (S),1,100
216021414,Yarrawonga,24900,Moira (S),1,100
216031415,Mooroopna,22830,Greater Shepparton (C),1,100
216031416,Shepparton - North,22830,Greater Shepparton (C),1,100
216031417,Shepparton - South,22830,Greater Shepparton (C),1,100
216031418,Shepparton Region - East,22830,Greater Shepparton (C),1,100
216031419,Shepparton Region - West,22830,Greater Shepparton (C),1,100
217011420,Glenelg (Vic.),22410,Glenelg (S),0.9930901,99.3090085
217011420,Glenelg (Vic.),25490,Moyne (S),0.0024922,0.2492236
217011420,Glenelg (Vic.),26260,Southern Grampians (S),0.0044177,0.4417679
217011421,Hamilton (Vic.),26260,Southern Grampians (S),1,100
217011422,Portland,22410,Glenelg (S),1,100
217011423,Southern Grampians,22410,Glenelg (S),0.0147122,1.4712204
217011423,Southern Grampians,25490,Moyne (S),0.0091378,0.9137806
217011423,Southern Grampians,26260,Southern Grampians (S),0.97615,97.614999
217021424,Camperdown,21830,Corangamite (S),1,100
217021425,Colac,21750,Colac-Otway (S),1,100
217021426,Colac Region,21750,Colac-Otway (S),0.9960526,99.605259
217021426,Colac Region,26490,Surf Coast (S),0.0039474,0.394741
217021427,Corangamite - North,21830,Corangamite (S),0.9972195,99.721954
217021427,Corangamite - North,25490,Moyne (S),0.0027805,0.278046
217021428,Corangamite - South,21830,Corangamite (S),0.9835382,98.3538215
217021428,Corangamite - South,25490,Moyne (S),0.0164618,1.6461785
217021429,Moyne - East,21830,Corangamite (S),0.0278894,2.7889388
217021429,Moyne - East,25490,Moyne (S),0.9686803,96.8680254
217021429,Moyne - East,26260,Southern Grampians (S),0.0034304,0.3430358
217021430,Moyne - West,25490,Moyne (S),0.9939261,99.3926115
217021430,Moyne - West,26730,Warrnambool (C),0.0060737,0.607366
217021431,Otway,21750,Colac-Otway (S),1,100
217021432,Warrnambool - North,25490,Moyne (S),0.0062437,0.6243674
217021432,Warrnambool - North,26730,Warrnambool (C),0.9937563,99.3756326
217021433,Warrnambool - South,25490,Moyne (S),0.0220422,2.2042205
217021433,Warrnambool - South,26730,Warrnambool (C),0.9779578,97.7957795
301011001,Alexandra Hills,36250,Redland (C),1,100
301011002,Belmont - Gumdale,31000,Brisbane (C),1,100
301011003,Birkdale,36250,Redland (C),1,100
301011004,Capalaba,36250,Redland (C),1,100
301011005,Thorneside,36250,Redland (C),1,100
301011006,Wellington Point,36250,Redland (C),1,100
301021007,Cleveland,36250,Redland (C),1,100
301021008,Ormiston,36250,Redland (C),1,100
301021009,Redland Bay,36250,Redland (C),1,100
301021010,Redland Islands,31000,Brisbane (C),0.034179,3.4179008
301021010,Redland Islands,36250,Redland (C),0.965821,96.5820992
301021011,Sheldon - Mount Cotton,36250,Redland (C),1,100
301021012,Thornlands,36250,Redland (C),1,100
301021013,Victoria Point,36250,Redland (C),1,100
301031014,Brisbane Port - Lytton,31000,Brisbane (C),1,100
301031015,Manly - Lota,31000,Brisbane (C),1,100
301031016,Manly West,31000,Brisbane (C),1,100
301031017,Murarrie,31000,Brisbane (C),1,100
301031018,Tingalpa,31000,Brisbane (C),1,100
301031019,Wakerley,31000,Brisbane (C),1,100
301031020,Wynnum,31000,Brisbane (C),1,100
301031021,Wynnum West - Hemmant,31000,Brisbane (C),1,100
302011022,Bald Hills,31000,Brisbane (C),1,100
302011023,Bridgeman Downs,31000,Brisbane (C),1,100
302011024,Carseldine,31000,Brisbane (C),1,100
302011025,Everton Park,31000,Brisbane (C),1,100
302011026,McDowall,31000,Brisbane (C),1,100
302021027,Aspley,31000,Brisbane (C),1,100
302021028,Chermside,31000,Brisbane (C),1,100
302021029,Chermside West,31000,Brisbane (C),1,100
302021030,Geebung,31000,Brisbane (C),1,100
302021031,Kedron - Gordon Park,31000,Brisbane (C),1,100
302021032,Stafford,31000,Brisbane (C),1,100
302021033,Stafford Heights,31000,Brisbane (C),1,100
302021034,Wavell Heights,31000,Brisbane (C),1,100
302031035,Boondall,31000,Brisbane (C),1,100
302031036,Brisbane Airport,31000,Brisbane (C),1,100
302031037,Eagle Farm - Pinkenba,31000,Brisbane (C),1,100
302031038,Northgate - Virginia,31000,Brisbane (C),1,100
302031039,Nudgee - Banyo,31000,Brisbane (C),1,100
302031040,Nundah,31000,Brisbane (C),1,100
302041041,Bracken Ridge,31000,Brisbane (C),1,100
302041042,Brighton (Qld),31000,Brisbane (C),1,100
302041043,Deagon,31000,Brisbane (C),1,100
302041044,Sandgate - Shorncliffe,31000,Brisbane (C),1,100
302041045,Taigum - Fitzgibbon,31000,Brisbane (C),1,100
302041046,Zillmere,31000,Brisbane (C),1,100
303011047,Camp Hill,31000,Brisbane (C),1,100
303011048,Cannon Hill,31000,Brisbane (C),1,100
303011049,Carina,31000,Brisbane (C),1,100
303011050,Carina Heights,31000,Brisbane (C),1,100
303011051,Carindale,31000,Brisbane (C),1,100
303021052,Annerley,31000,Brisbane (C),1,100
303021053,Coorparoo,31000,Brisbane (C),1,100
303021054,Fairfield - Dutton Park,31000,Brisbane (C),1,100
303021055,Greenslopes,31000,Brisbane (C),1,100
303021056,Holland Park,31000,Brisbane (C),1,100
303021057,Holland Park West,31000,Brisbane (C),1,100
303021058,Woolloongabba,31000,Brisbane (C),1,100
303021059,Yeronga,31000,Brisbane (C),1,100
303031060,Eight Mile Plains,31000,Brisbane (C),1,100
303031061,Macgregor (Qld),31000,Brisbane (C),1,100
303031062,Mansfield (Qld),31000,Brisbane (C),1,100
303031063,Mount Gravatt,31000,Brisbane (C),1,100
303031064,Rochedale - Burbank,31000,Brisbane (C),1,100
303031065,Upper Mount Gravatt,31000,Brisbane (C),1,100
303031066,Wishart,31000,Brisbane (C),1,100
303041067,Coopers Plains,31000,Brisbane (C),1,100
303041068,Moorooka,31000,Brisbane (C),1,100
303041069,Robertson,31000,Brisbane (C),1,100
303041070,Salisbury - Nathan,31000,Brisbane (C),1,100
303041071,Tarragindi,31000,Brisbane (C),1,100
303051072,Algester,31000,Brisbane (C),1,100
303051073,Calamvale - Stretton,31000,Brisbane (C),1,100
303051074,Pallara - Willawong,31000,Brisbane (C),1,100
303051075,Parkinson - Drewvale,31000,Brisbane (C),1,100
303051076,Rocklea - Acacia Ridge,31000,Brisbane (C),1,100
303061077,Kuraby,31000,Brisbane (C),1,100
303061078,Runcorn,31000,Brisbane (C),1,100
303061079,Sunnybank,31000,Brisbane (C),1,100
303061080,Sunnybank Hills,31000,Brisbane (C),1,100
304011081,Jindalee - Mount Ommaney,31000,Brisbane (C),1,100
304011082,Middle Park - Jamboree Heights,31000,Brisbane (C),1,100
304011083,Riverhills,31000,Brisbane (C),1,100
304011084,Seventeen Mile Rocks - Sinnamon Park,31000,Brisbane (C),1,100
304011085,Westlake,31000,Brisbane (C),1,100
304021086,Bellbowrie - Moggill,31000,Brisbane (C),1,100
304021087,Brookfield - Kenmore Hills,31000,Brisbane (C),1,100
304021088,Chapel Hill,31000,Brisbane (C),1,100
304021089,Fig Tree Pocket,31000,Brisbane (C),1,100
304021090,Kenmore,31000,Brisbane (C),1,100
304021091,Pinjarra Hills - Pullenvale,31000,Brisbane (C),1,100
304031092,Chelmer - Graceville,31000,Brisbane (C),1,100
304031093,Corinda,31000,Brisbane (C),1,100
304031094,Indooroopilly,31000,Brisbane (C),1,100
304031095,Sherwood,31000,Brisbane (C),1,100
304031096,St Lucia,31000,Brisbane (C),1,100
304031097,Taringa,31000,Brisbane (C),1,100
304041098,Enoggera,31000,Brisbane (C),1,100
304041099,Enoggera Reservoir,31000,Brisbane (C),1,100
304041100,Keperra,31000,Brisbane (C),1,100
304041101,Mitchelton,31000,Brisbane (C),0.9999999,99.9999869
304041102,Mount Coot-tha,31000,Brisbane (C),1,100
304041103,The Gap,31000,Brisbane (C),1,100
304041104,Upper Kedron - Ferny Grove,31000,Brisbane (C),1,100
305011105,Brisbane City,31000,Brisbane (C),1,100
305011106,Fortitude Valley,31000,Brisbane (C),1,100
305011107,Highgate Hill,31000,Brisbane (C),1,100
305011108,Kangaroo Point,31000,Brisbane (C),1,100
305011109,New Farm,31000,Brisbane (C),1,100
305011110,South Brisbane,31000,Brisbane (C),1,100
305011111,Spring Hill,31000,Brisbane (C),1,100
305011112,West End,31000,Brisbane (C),1,100
305021113,Balmoral,31000,Brisbane (C),1,100
305021114,Bulimba,31000,Brisbane (C),1,100
305021115,East Brisbane,31000,Brisbane (C),1,100
305021116,Hawthorne,31000,Brisbane (C),1,100
305021117,Morningside - Seven Hills,31000,Brisbane (C),1,100
305021118,Norman Park,31000,Brisbane (C),1,100
305031119,Albion,31000,Brisbane (C),1,100
305031120,Alderley,31000,Brisbane (C),1,100
305031121,Ascot,31000,Brisbane (C),1,100
305031122,Clayfield,31000,Brisbane (C),1,100
305031123,Grange,31000,Brisbane (C),1,100
305031124,Hamilton (Qld),31000,Brisbane (C),1,100
305031125,Hendra,31000,Brisbane (C),1,100
305031126,Kelvin Grove - Herston,31000,Brisbane (C),1,100
305031127,Newmarket,31000,Brisbane (C),1,100
305031128,Newstead - Bowen Hills,31000,Brisbane (C),1,100
305031129,Wilston,31000,Brisbane (C),1,100
305031130,Windsor,31000,Brisbane (C),1,100
305031131,Wooloowin - Lutwyche,31000,Brisbane (C),1,100
305041132,Ashgrove,31000,Brisbane (C),1,100
305041133,Auchenflower,31000,Brisbane (C),1,100
305041134,Bardon,31000,Brisbane (C),1,100
305041135,Paddington - Milton,31000,Brisbane (C),1,100
305041136,Red Hill (Qld),31000,Brisbane (C),1,100
305041137,Toowong,31000,Brisbane (C),1,100
306011138,Brinsmead,32070,Cairns (R),1,100
306011139,Clifton Beach - Kewarra Beach,32070,Cairns (R),1,100
306011140,Freshwater - Stratford,32070,Cairns (R),1,100
306011141,Redlynch,32070,Cairns (R),1,100
306011142,Trinity Beach - Smithfield,32070,Cairns (R),1,100
306011143,Yorkeys Knob - Machans Beach,32070,Cairns (R),1,100
306021144,Bentley Park,32070,Cairns (R),1,100
306021145,Cairns City,32070,Cairns (R),1,100
306021146,Earlville - Bayview Heights,32070,Cairns (R),1,100
306021147,Edmonton,32070,Cairns (R),1,100
306021148,Gordonvale - Trinity,32070,Cairns (R),1,100
306021149,Kanimbla - Mooroobool,32070,Cairns (R),1,100
306021150,Lamb Range,32070,Cairns (R),1,100
306021151,Manoora,32070,Cairns (R),1,100
306021152,Manunda,32070,Cairns (R),1,100
306021153,Mount Sheridan,32070,Cairns (R),1,100
306021154,Westcourt - Bungalow,32070,Cairns (R),1,100
306021155,White Rock,32070,Cairns (R),1,100
306021156,Whitfield - Edge Hill,32070,Cairns (R),1,100
306021157,Woree,32070,Cairns (R),1,100
306031158,Babinda,32070,Cairns (R),0.8238154,82.3815401
306031158,Babinda,32260,Cassowary Coast (R),0.1761846,17.6184599
306031159,Innisfail,32260,Cassowary Coast (R),1,100
306031160,Johnstone,32260,Cassowary Coast (R),1,100
306031161,Tully,32260,Cassowary Coast (R),1,100
306031162,Wooroonooran,32070,Cairns (R),0.0023225,0.2322495
306031162,Wooroonooran,32260,Cassowary Coast (R),0.9960186,99.601858
306031162,Wooroonooran,36810,Tablelands (R),0.0016589,0.1658925
306031163,Yarrabah,37600,Yarrabah (S),1,100
306041164,Daintree,32070,Cairns (R),1,100
306041165,Port Douglas,32070,Cairns (R),1,100
306051166,Atherton,36810,Tablelands (R),1,100
306051167,Herberton,36810,Tablelands (R),1,100
306051168,Kuranda,36810,Tablelands (R),1,100
306051169,Malanda - Yungaburra,36810,Tablelands (R),1,100
306051170,Mareeba,36810,Tablelands (R),1,100
307011171,Balonne,30300,Balonne (S),1,100
307011172,Chinchilla,37310,Western Downs (R),1,100
307011173,Goondiwindi,33610,Goondiwindi (R),1,100
307011174,Inglewood - Waggamba,33610,Goondiwindi (R),1,100
307011175,Miles - Wandoan,37310,Western Downs (R),1,100
307011176,Roma,34860,Maranoa (R),1,100
307011177,Roma Region,34860,Maranoa (R),1,100
307011178,Tara,33610,Goondiwindi (R),0.0096574,0.9657408
307011178,Tara,37310,Western Downs (R),0.9903426,99.0342592
307021179,Crows Nest - Rosalie,36910,Toowoomba (R),1,100
307021180,Jondaryan,36910,Toowoomba (R),0.9906033,99.0603316
307021180,Jondaryan,37310,Western Downs (R),0.0093967,0.9396684
307021181,Millmerran,36910,Toowoomba (R),1,100
307021182,Pittsworth,36910,Toowoomba (R),1,100
307021183,Wambo,36910,Toowoomba (R),0.0007859,0.0785859
307021183,Wambo,37310,Western Downs (R),0.9992141,99.9214141
307031184,Clifton - Greenmount,36910,Toowoomba (R),0.9999998,99.9999779
307031185,Southern Downs - East,36660,Southern Downs (R),1,100
307031186,Southern Downs - West,36660,Southern Downs (R),0.9804406,98.0440561
307031186,Southern Downs - West,36910,Toowoomba (R),0.0195594,1.9559439
307031187,Stanthorpe,36660,Southern Downs (R),1,100
307031188,Stanthorpe Region,36660,Southern Downs (R),1,100
307031189,Warwick,36660,Southern Downs (R),1,100
308011190,Central Highlands - East,32270,Central Highlands (R),0.8748802,87.4880245
308011190,Central Highlands - East,37550,Woorabinda (S),0.1251198,12.5119755
308011191,Central Highlands - West,32270,Central Highlands (R),1,100
308011192,Emerald,32270,Central Highlands (R),1,100
308021193,Agnes Water - Miriam Vale,33360,Gladstone (R),1,100
308021194,Banana,30370,Banana (S),0.9997664,99.9766435
308021194,Banana,37310,Western Downs (R),0.0002336,0.0233565
308021195,Biloela,30370,Banana (S),1,100
308021196,Boyne Island - Tannum Sands,33360,Gladstone (R),1,100
308021197,Callemondah,33360,Gladstone (R),1,100
308021198,Clinton - New Auckland,33360,Gladstone (R),1,100
308021199,Gladstone,33360,Gladstone (R),1,100
308021200,Gladstone Hinterland,33360,Gladstone (R),1,100
308021201,Kin Kora - Sun Valley,33360,Gladstone (R),1,100
308021202,South Trees,33360,Gladstone (R),1,100
308021203,Telina - Toolooa,33360,Gladstone (R),1,100
308021204,West Gladstone,33360,Gladstone (R),1,100
308031205,Berserker,36360,Rockhampton (R),1,100
308031206,Bouldercombe,36360,Rockhampton (R),1,100
308031207,Emu Park,36360,Rockhampton (R),1,100
308031208,Frenchville - Mount Archer,36360,Rockhampton (R),1,100
308031209,Glenlee - Rockyview,36360,Rockhampton (R),1,100
308031210,Gracemere,36360,Rockhampton (R),1,100
308031211,Lakes Creek,36360,Rockhampton (R),1,100
308031212,Mount Morgan,36360,Rockhampton (R),1,100
308031213,Norman Gardens,36360,Rockhampton (R),1,100
308031214,Park Avenue,36360,Rockhampton (R),1,100
308031215,Parkhurst - Kawana,36360,Rockhampton (R),1,100
308031216,Rockhampton - West,36360,Rockhampton (R),1,100
308031217,Rockhampton City,36360,Rockhampton (R),1,100
308031218,Rockhampton Region - East,36360,Rockhampton (R),1,100
308031219,Rockhampton Region - North,36360,Rockhampton (R),1,100
308031220,Rockhampton Region - West,36360,Rockhampton (R),1,100
308031221,Shoalwater Bay,36360,Rockhampton (R),1,100
308031222,The Range - Allenstown,36360,Rockhampton (R),1,100
308031223,Yeppoon,36360,Rockhampton (R),1,100
309011224,Broadbeach Waters,33430,Gold Coast (C),1,100
309011225,Burleigh Heads,33430,Gold Coast (C),1,100
309011226,Burleigh Waters,33430,Gold Coast (C),1,100
309011227,Mermaid Beach - Broadbeach,33430,Gold Coast (C),1,100
309011228,Mermaid Waters,33430,Gold Coast (C),1,100
309011229,Miami,33430,Gold Coast (C),1,100
309021230,Coolangatta,33430,Gold Coast (C),1,100
309021231,Currumbin - Tugun,33430,Gold Coast (C),1,100
309021232,Currumbin Waters,33430,Gold Coast (C),1,100
309021233,Elanora,33430,Gold Coast (C),1,100
309021234,Palm Beach,33430,Gold Coast (C),1,100
309031235,Arundel,33430,Gold Coast (C),1,100
309031236,Biggera Waters,33430,Gold Coast (C),1,100
309031237,Coombabah,33430,Gold Coast (C),1,100
309031238,Labrador,33430,Gold Coast (C),1,100
309031239,Paradise Point - Hollywell,33430,Gold Coast (C),1,100
309031240,Runaway Bay,33430,Gold Coast (C),1,100
309041241,Guanaba - Springbrook,33430,Gold Coast (C),1,100
309041242,Tamborine - Canungra,36510,Scenic Rim (R),1,100
309051243,Currumbin Valley - Tallebudgera,33430,Gold Coast (C),1,100
309051244,Mudgeeraba - Bonogin,33430,Gold Coast (C),1,100
309051245,Reedy Creek - Andrews,33430,Gold Coast (C),1,100
309061246,Carrara,33430,Gold Coast (C),1,100
309061247,Highland Park,33430,Gold Coast (C),1,100
309061248,Nerang - Mount Nathan,33430,Gold Coast (C),1,100
309061249,Pacific Pines - Gaven,33430,Gold Coast (C),1,100
309061250,Worongary - Tallai,33430,Gold Coast (C),1,100
309071251,Coomera,33430,Gold Coast (C),1,100
309071252,Helensvale,33430,Gold Coast (C),1,100
309071253,Hope Island,33430,Gold Coast (C),1,100
309071254,Jacobs Well - Alberton,33430,Gold Coast (C),1,100
309071255,Ormeau - Yatala,33430,Gold Coast (C),1,100
309071256,Oxenford - Maudsland,33430,Gold Coast (C),1,100
309071257,Pimpama,33430,Gold Coast (C),1,100
309071258,Upper Coomera - Willow Vale,33430,Gold Coast (C),1,100
309081259,Clear Island Waters,33430,Gold Coast (C),1,100
309081260,Merrimac,33430,Gold Coast (C),1,100
309081261,Robina,33430,Gold Coast (C),1,100
