SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE
601021011,Rokeby,61410,Clarence (C),1,100
601021012,South Arm,61410,Clarence (C),1,100
601031013,Austins Ferry - Granton,61510,Derwent Valley (M),0.0959117,9.5911733
601031013,Austins Ferry - Granton,62610,Glenorchy (C),0.9040883,90.4088267
601031014,Berriedale - Chigwell,62610,Glenorchy (C),0.9999998,99.9999813
601031015,Claremont (Tas.),61510,Derwent Valley (M),0.0007813,0.0781292
601031015,Claremont (Tas.),62610,Glenorchy (C),0.9992187,99.9218708
601031016,Derwent Park - Lutana,62610,Glenorchy (C),1,100
601031017,Glenorchy,62610,Glenorchy (C),1,100
601031018,Montrose - Rosetta,62610,Glenorchy (C),1,100
601031019,Moonah,62610,Glenorchy (C),1,100
601031020,New Norfolk,61510,Derwent Valley (M),0.9999998,99.9999842
601031021,West Moonah,62610,Glenorchy (C),1,100
601041022,Kingston - Huntingfield,62810,Hobart (C),0.0025113,0.2511311
601041022,Kingston - Huntingfield,63610,Kingborough (M),0.9974887,99.7488689
601041023,Kingston Beach - Blackmans Bay,63610,Kingborough (M),1,100
601041024,Margate - Snug,63610,Kingborough (M),0.9999997,99.9999718
601041025,Mount Wellington,62610,Glenorchy (C),0.6363636,63.6363636
601041025,Mount Wellington,62810,Hobart (C),0.2727273,27.2727273
601041025,Mount Wellington,63610,Kingborough (M),0.0909091,9.0909091
601041026,Taroona - Bonnet Hill,63610,Kingborough (M),1,100
601051027,Hobart,62810,Hobart (C),1,100
601051028,Lenah Valley - Mount Stuart,62610,Glenorchy (C),0.0068873,0.6887257
601051028,Lenah Valley - Mount Stuart,62810,Hobart (C),0.9931127,99.3112743
601051029,Mount Nelson - Dynnyrne,62810,Hobart (C),1,100
601051030,New Town,62610,Glenorchy (C),0.0072041,0.7204118
601051030,New Town,62810,Hobart (C),0.9927959,99.2795882
601051031,Sandy Bay,62810,Hobart (C),1,100
601051032,South Hobart - Fern Tree,62810,Hobart (C),0.994579,99.4578952
601051032,South Hobart - Fern Tree,63610,Kingborough (M),0.005421,0.5421048
601051033,West Hobart,62810,Hobart (C),1,100
601061034,Dodges Ferry - Lewisham,64810,Sorell (M),0.9999999,99.9999859
601061035,Sorell - Richmond,61410,Clarence (C),0.2126401,21.2640108
601061035,Sorell - Richmond,62410,Glamorgan/Spring Bay (M),0.0005151,0.0515113
601061035,Sorell - Richmond,64810,Sorell (M),0.7868448,78.6844779
602011036,Invermay,64010,Launceston (C),1,100
602011037,Kings Meadows - Punchbowl,64010,Launceston (C),1,100
602011038,Launceston,64010,Launceston (C),1,100
602011039,Legana,65810,West Tamar (M),1,100
602011040,Mowbray,64010,Launceston (C),1,100
602011041,Newnham - Mayfield,64010,Launceston (C),1,100
602011042,Newstead,64010,Launceston (C),1,100
602011043,Norwood (Tas.),64010,Launceston (C),1,100
602011044,Prospect Vale - Blackstone,64210,Meander Valley (M),0.9999995,99.9999525
602011045,Ravenswood,64010,Launceston (C),1,100
602011046,Riverside,65810,West Tamar (M),1,100
602011047,South Launceston,64010,Launceston (C),1,100
602011048,Summerhill - Prospect,64010,Launceston (C),0.9999998,99.9999783
602011049,Trevallyn,64010,Launceston (C),0.409307,40.9306957
602011049,Trevallyn,65810,West Tamar (M),0.590693,59.0693043
602011050,Waverley - St Leonards,64010,Launceston (C),1,100
602011051,West Launceston,64010,Launceston (C),1,100
602011052,Youngtown - Relbia,64010,Launceston (C),1,100
602021053,Beauty Point - Beaconsfield,65810,West Tamar (M),1,100
602021054,Deloraine,64210,Meander Valley (M),0.9999998,99.9999821
602021055,Grindelwald - Lanena,65810,West Tamar (M),0.9999995,99.999946
602021056,Hadspen - Carrick,64210,Meander Valley (M),1,100
602021057,Westbury,64210,Meander Valley (M),0.9633914,96.3391439
602021057,Westbury,64610,Northern Midlands (M),0.0270142,2.7014179
602021057,Westbury,65810,West Tamar (M),0.0095944,0.9594382
602031058,Dilston - Lilydale,61810,Dorset (M),0.005093,0.5092985
602031058,Dilston - Lilydale,64010,Launceston (C),0.9918516,99.1851631
602031058,Dilston - Lilydale,64610,Northern Midlands (M),0.0030551,0.3055129
602031059,George Town,62210,George Town (M),0.9912439,99.1243877
602031059,George Town,64010,Launceston (C),0.0087557,0.8755675
602031060,Longford,64610,Northern Midlands (M),1,100
602031061,Northern Midlands,64610,Northern Midlands (M),0.9999997,99.9999724
602031062,Perth - Evandale,64610,Northern Midlands (M),1,100
602031063,Scottsdale - Bridport,60210,Break O'Day (M),0.0022364,0.2236373
602031063,Scottsdale - Bridport,61810,Dorset (M),0.8951443,89.5144342
602031063,Scottsdale - Bridport,62010,Flinders (M),0.1016979,10.1697873
602031063,Scottsdale - Bridport,64010,Launceston (C),0.0009214,0.0921412
602031064,St Helens - Scamander,60210,Break O'Day (M),0.9999985,99.9998543
603011065,Central Highlands,61010,Central Highlands (M),0.999077,99.9077042
603011065,Central Highlands,65010,Southern Midlands (M),0.0009225,0.0922497
603011066,Derwent Valley,61010,Central Highlands (M),0.0297252,2.9725213
603011066,Derwent Valley,61510,Derwent Valley (M),0.9702735,97.0273495
603011067,Southern Midlands,62410,Glamorgan/Spring Bay (M),0.0037902,0.3790154
603011067,Southern Midlands,65010,Southern Midlands (M),0.9962098,99.6209846
603011068,Wilderness - East,61010,Central Highlands (M),0.0005913,0.0591286
603011068,Wilderness - East,61510,Derwent Valley (M),0.983184,98.3183984
603011068,Wilderness - East,63010,Huon Valley (M),0.0162247,1.622473
603021069,Bruny Island - Kettering,63010,Huon Valley (M),0.0003576,0.0357605
603021069,Bruny Island - Kettering,63610,Kingborough (M),0.9996424,99.9642395
603021070,Cygnet,63010,Huon Valley (M),0.9999997,99.9999743
603021071,Geeveston - Dover,63010,Huon Valley (M),1,100
603021072,Huonville - Franklin,63010,Huon Valley (M),1,100
603031073,Forestier - Tasman,65210,Tasman (M),1,100
603031074,Triabunna - Bicheno,62410,Glamorgan/Spring Bay (M),1,100
604011075,Acton - Upper Burnie,60610,Burnie (C),1,100
604011076,Burnie - Ulverstone Region,60610,Burnie (C),0.4748303,47.4830283
604011076,Burnie - Ulverstone Region,60810,Central Coast (M),0.5250586,52.5058647
604011076,Burnie - Ulverstone Region,65410,Waratah/Wynyard (M),0.0001109,0.0110873
604011077,Burnie - Wivenhoe,60610,Burnie (C),1,100
604011078,Parklands - Camdale,60610,Burnie (C),1,100
604011079,Penguin - Sulphur Creek,60810,Central Coast (M),1,100
604011080,Romaine - Havenview,60610,Burnie (C),1,100
604011081,Somerset,65410,Waratah/Wynyard (M),1,100
604011082,Ulverstone,60810,Central Coast (M),1,100
604011083,West Ulverstone,60810,Central Coast (M),1,100
604011084,Wynyard,65410,Waratah/Wynyard (M),1,100
604021085,Devonport,61610,Devonport (C),1,100
604021086,East Devonport,61610,Devonport (C),0.9945043,99.4504287
604021086,East Devonport,63810,Latrobe (M),0.0054957,0.5495713
604021087,Latrobe,61610,Devonport (C),0.0004735,0.0473488
604021087,Latrobe,63810,Latrobe (M),0.9995265,99.9526512
604021088,Miandetta - Don,61610,Devonport (C),1,100
604021089,Port Sorell,63810,Latrobe (M),1,100
604021090,Quoiba - Spreyton,61610,Devonport (C),0.8078574,80.7857447
604021090,Quoiba - Spreyton,63810,Latrobe (M),0.1921426,19.2142553
604021091,Sheffield - Railton,63210,Kentish (M),0.9970472,99.7047204
604021091,Sheffield - Railton,63810,Latrobe (M),0.0029526,0.2952632
604021092,Turners Beach - Forth,60810,Central Coast (M),0.8792145,87.9214529
604021092,Turners Beach - Forth,61610,Devonport (C),0.1175113,11.7511258
604021092,Turners Beach - Forth,63210,Kentish (M),0.0032742,0.3274212
604031093,King Island,63410,King Island (M),1,100
604031094,North West,61210,Circular Head (M),0.9999998,99.9999752
604031095,Smithton,61210,Circular Head (M),1,100
604031096,Waratah,65410,Waratah/Wynyard (M),0.9999976,99.9997592
604031097,West Coast (Tas.),65610,West Coast (M),1,100
604031098,Wilderness - West,65610,West Coast (M),1,100
701011001,Darwin Airport,71000,Darwin (C),1,100
701011002,Darwin City,71000,Darwin (C),0.9533558,95.3355813
701011002,Darwin City,79399,Unincorporated NT,0.0466442,4.6644187
701011003,East Point,71000,Darwin (C),1,100
701011004,Fannie Bay - The Gardens,71000,Darwin (C),1,100
701011005,Larrakeyah,71000,Darwin (C),1,100
701011006,Ludmilla - The Narrows,71000,Darwin (C),1,100
701011007,Parap,71000,Darwin (C),1,100
701011008,Stuart Park,71000,Darwin (C),1,100
701011009,Woolner - Bayview - Winnellie,71000,Darwin (C),1,100
701021010,Alawa,71000,Darwin (C),1,100
701021011,Anula,71000,Darwin (C),1,100
701021012,Berrimah,71000,Darwin (C),0.5208024,52.0802372
701021012,Berrimah,72300,Litchfield (M),0.1875019,18.7501912
701021012,Berrimah,79399,Unincorporated NT,0.2916957,29.1695716
701021013,Brinkin - Nakara,71000,Darwin (C),1,100
701021014,Buffalo Creek,71000,Darwin (C),1,100
701021015,Charles Darwin,71000,Darwin (C),0.999556,99.955595
701021015,Charles Darwin,79399,Unincorporated NT,0.000444,0.044405
701021016,Coconut Grove,71000,Darwin (C),1,100
701021017,East Arm,79399,Unincorporated NT,1,100
701021018,Jingili,71000,Darwin (C),1,100
701021019,Karama,71000,Darwin (C),1,100
701021020,Leanyer,71000,Darwin (C),1,100
701021021,Lyons (NT),71000,Darwin (C),1,100
701021022,Malak - Marrara,71000,Darwin (C),1,100
701021023,Millner,71000,Darwin (C),1,100
701021024,Moil,71000,Darwin (C),1,100
701021025,Nightcliff,71000,Darwin (C),1,100
701021026,Rapid Creek,71000,Darwin (C),1,100
701021027,Tiwi,71000,Darwin (C),1,100
701021028,Wagaman,71000,Darwin (C),1,100
701021029,Wanguri,71000,Darwin (C),1,100
701021030,Wulagi,71000,Darwin (C),1,100
701031031,Howard Springs,72300,Litchfield (M),0.9803769,98.0376949
701031031,Howard Springs,72800,Palmerston (C),0.0196231,1.9623051
701031032,Humpty Doo,72300,Litchfield (M),1,100
701031033,Koolpinyah,72300,Litchfield (M),0.9997631,99.9763139
701031033,Koolpinyah,79399,Unincorporated NT,0.0002369,0.0236861
701031034,Virginia,72300,Litchfield (M),1,100
701031035,Weddell,72300,Litchfield (M),1,100
701041036,Bakewell,72800,Palmerston (C),1,100
701041037,Driver,72800,Palmerston (C),1,100
701041038,Durack - Marlow Lagoon,72800,Palmerston (C),1,100
701041039,Gray,72800,Palmerston (C),1,100
701041040,Moulden,72800,Palmerston (C),1,100
701041041,Palmerston - North,72800,Palmerston (C),1,100
701041042,Palmerston - South,72800,Palmerston (C),1,100
701041043,Rosebery - Bellamack,72800,Palmerston (C),1,100
701041044,Woodroffe,72800,Palmerston (C),1,100
702011045,Charles,70200,Alice Springs (T),1,100
702011046,East Side,70200,Alice Springs (T),1,100
702011047,Flynn (NT),70200,Alice Springs (T),1,100
702011048,Larapinta,70200,Alice Springs (T),1,100
702011049,Mount Johns,70200,Alice Springs (T),1,100
702011050,Petermann - Simpson,72330,MacDonnell (S),0.5906665,59.0666487
702011050,Petermann - Simpson,79399,Unincorporated NT,0.4093335,40.9333513
702011051,Ross,70200,Alice Springs (T),1,100
702011052,Sandover - Plenty,70420,Barkly (S),0.295454,29.5454008
702011052,Sandover - Plenty,70620,Central Desert (S),0.1391909,13.9190884
702011052,Sandover - Plenty,72330,MacDonnell (S),0.5653551,56.5355108
702011053,Tanami,70620,Central Desert (S),0.1629043,16.2904331
702011053,Tanami,72330,MacDonnell (S),0.8370957,83.7095669
702011054,Yuendumu - Anmatjere,70620,Central Desert (S),1,100
702021055,Barkly,70420,Barkly (S),1,100
702021056,Tennant Creek,70420,Barkly (S),1,100
702031057,Alligator,70540,Belyuen (S),0.0424916,4.2491576
702031057,Alligator,70700,Coomalie (S),0.2614334,26.1433371
702031057,Alligator,74560,Wagait (S),0.0873444,8.7344438
702031057,Alligator,74660,West Arnhem (S),0.3593089,35.9308934
702031057,Alligator,79399,Unincorporated NT,0.2494217,24.9421681
702031058,Daly,74500,Victoria-Daly (S),0.9152329,91.5232934
702031058,Daly,79399,Unincorporated NT,0.0847671,8.4767066
702031059,Thamarrurr,74500,Victoria-Daly (S),1,100
702031060,Tiwi Islands,74050,Tiwi Islands (S),1,100
702031061,West Arnhem,74660,West Arnhem (S),0.9999996,99.9999575
702041062,Anindilyakwa,71300,East Arnhem (S),0.616888,61.6887993
702041062,Anindilyakwa,79399,Unincorporated NT,0.383112,38.3112007
702041063,East Arnhem,71300,East Arnhem (S),0.9999997,99.9999732
702041064,Nhulunbuy,79399,Unincorporated NT,0.9999997,99.9999746
702051065,Elsey,73600,Roper Gulf (S),0.9999995,99.9999513
702051066,Gulf,73600,Roper Gulf (S),1,100
702051067,Katherine,72200,Katherine (T),0.9973935,99.7393487
702051067,Katherine,73600,Roper Gulf (S),0.0026065,0.2606513
702051068,Victoria River,70620,Central Desert (S),0.2628363,26.283632
702051068,Victoria River,74500,Victoria-Daly (S),0.7371637,73.716368
801011001,Aranda,89399,Unincorporated ACT,1,100
801011002,Belconnen,89399,Unincorporated ACT,1,100
801011003,Bruce,89399,Unincorporated ACT,1,100
801011004,Charnwood,89399,Unincorporated ACT,1,100
801011005,Cook,89399,Unincorporated ACT,1,100
801011006,Dunlop,89399,Unincorporated ACT,1,100
801011007,Evatt,89399,Unincorporated ACT,1,100
801011008,Florey,89399,Unincorporated ACT,1,100
801011009,Flynn (ACT),89399,Unincorporated ACT,1,100
801011010,Fraser,89399,Unincorporated ACT,1,100
801011011,Giralang,89399,Unincorporated ACT,1,100
801011012,Gooromon,89399,Unincorporated ACT,1,100
801011013,Hawker,89399,Unincorporated ACT,1,100
801011014,Higgins,89399,Unincorporated ACT,1,100
801011015,Holt,89399,Unincorporated ACT,1,100
801011016,Kaleen,89399,Unincorporated ACT,1,100
801011017,Latham,89399,Unincorporated ACT,1,100
801011018,Lawson,89399,Unincorporated ACT,1,100
801011019,Macgregor (ACT),89399,Unincorporated ACT,1,100
801011020,Macquarie,89399,Unincorporated ACT,1,100
801011021,McKellar,89399,Unincorporated ACT,1,100
801011022,Melba,89399,Unincorporated ACT,1,100
801011023,Page,89399,Unincorporated ACT,1,100
801011024,Scullin,89399,Unincorporated ACT,1,100
801011025,Spence,89399,Unincorporated ACT,1,100
801011026,Weetangera,89399,Unincorporated ACT,1,100
801021027,ACT - South West,89399,Unincorporated ACT,1,100
801021028,Molonglo,89399,Unincorporated ACT,1,100
801021029,Namadgi,89399,Unincorporated ACT,1,100
801031030,ACT - East,89399,Unincorporated ACT,1,100
801031031,Hume,89399,Unincorporated ACT,1,100
801031032,Kowen,89399,Unincorporated ACT,1,100
801031033,Majura,89399,Unincorporated ACT,1,100
801041034,Amaroo,89399,Unincorporated ACT,1,100
801041035,Bonner,89399,Unincorporated ACT,1,100
801041036,Casey,89399,Unincorporated ACT,1,100
801041037,Crace,89399,Unincorporated ACT,1,100
801041038,Forde,89399,Unincorporated ACT,1,100
801041039,Franklin,89399,Unincorporated ACT,1,100
801041040,Gungahlin,89399,Unincorporated ACT,1,100
801041041,Gungahlin - East,89399,Unincorporated ACT,1,100
801041042,Gungahlin - West,89399,Unincorporated ACT,1,100
801041043,Hall,89399,Unincorporated ACT,1,100
801041044,Harrison,89399,Unincorporated ACT,1,100
801041045,Mitchell,89399,Unincorporated ACT,1,100
801041046,Ngunnawal,89399,Unincorporated ACT,1,100
801041047,Nicholls,89399,Unincorporated ACT,1,100
801041048,Palmerston,89399,Unincorporated ACT,1,100
801051049,Acton,89399,Unincorporated ACT,0.999999,99.9998983
801051050,Ainslie,89399,Unincorporated ACT,1,100
801051051,Braddon,89399,Unincorporated ACT,1,100
801051052,Campbell,89399,Unincorporated ACT,1,100
801051053,Civic,89399,Unincorporated ACT,1,100
801051054,Dickson,89399,Unincorporated ACT,1,100
801051055,Downer,89399,Unincorporated ACT,1,100
801051056,Hackett,89399,Unincorporated ACT,1,100
801051057,Lyneham,89399,Unincorporated ACT,1,100
801051058,O'Connor (ACT),89399,Unincorporated ACT,1,100
801051059,Reid,89399,Unincorporated ACT,1,100
801051060,Turner,89399,Unincorporated ACT,1,100
801051061,Watson,89399,Unincorporated ACT,1,100
801061062,Deakin,89399,Unincorporated ACT,1,100
801061063,Forrest,89399,Unincorporated ACT,1,100
801061064,Griffith (ACT),89399,Unincorporated ACT,1,100
801061065,Kingston - Barton,89399,Unincorporated ACT,1,100
801061067,Narrabundah,89399,Unincorporated ACT,1,100
801061068,Parkes (ACT),89399,Unincorporated ACT,1,100
801061069,Red Hill (ACT),89399,Unincorporated ACT,1,100
801061070,Yarralumla,89399,Unincorporated ACT,1,100
801071071,Banks,89399,Unincorporated ACT,1,100
801071072,Bonython,89399,Unincorporated ACT,1,100
801071073,Calwell,89399,Unincorporated ACT,1,100
801071074,Chisholm,89399,Unincorporated ACT,1,100
801071075,Conder,89399,Unincorporated ACT,1,100
801071076,Fadden,89399,Unincorporated ACT,1,100
801071077,Gilmore,89399,Unincorporated ACT,1,100
801071078,Gordon (ACT),89399,Unincorporated ACT,1,100
801071079,Gowrie (ACT),89399,Unincorporated ACT,1,100
801071080,Greenway,89399,Unincorporated ACT,1,100
801071081,Isabella Plains,89399,Unincorporated ACT,1,100
801071082,Kambah,89399,Unincorporated ACT,1,100
801071083,Macarthur,89399,Unincorporated ACT,1,100
801071084,Monash,89399,Unincorporated ACT,1,100
801071085,Mount Taylor,89399,Unincorporated ACT,1,100
801071086,Oxley (ACT),89399,Unincorporated ACT,1,100
801071087,Richardson,89399,Unincorporated ACT,1,100
801071088,Theodore,89399,Unincorporated ACT,1,100
801071089,Tuggeranong,89399,Unincorporated ACT,1,100
801071090,Wanniassa,89399,Unincorporated ACT,1,100
801081091,Chapman,89399,Unincorporated ACT,1,100
801081092,Duffy,89399,Unincorporated ACT,1,100
801081093,Fisher,89399,Unincorporated ACT,1,100
801081094,Holder,89399,Unincorporated ACT,1,100
801081095,Rivett,89399,Unincorporated ACT,1,100
801081096,Stirling,89399,Unincorporated ACT,1,100
801081097,Waramanga,89399,Unincorporated ACT,1,100
801081098,Weston,89399,Unincorporated ACT,1,100
801091099,Chifley,89399,Unincorporated ACT,1,100
801091100,Curtin,89399,Unincorporated ACT,1,100
801091101,Farrer,89399,Unincorporated ACT,1,100
801091102,Garran,89399,Unincorporated ACT,1,100
801091103,Hughes,89399,Unincorporated ACT,1,100
801091104,Isaacs,89399,Unincorporated ACT,1,100
801091105,Lyons (ACT),89399,Unincorporated ACT,1,100
801091106,Mawson,89399,Unincorporated ACT,1,100
801091107,O'Malley,89399,Unincorporated ACT,1,100
801091108,Pearce,89399,Unincorporated ACT,1,100
801091109,Phillip,89399,Unincorporated ACT,1,100
801091110,Torrens,89399,Unincorporated ACT,1,100
901011001,Christmas Island,99399,Unincorp. Other Territories,1,100
901021002,Cocos (Keeling) Islands,99399,Unincorp. Other Territories,1,100
901031003,Jervis Bay,99399,Unincorp. Other Territories,1,100
