SA2_MAINCODE_2011,arthritis,asthma,circulatory_system_diseases,copd,diabetes_t2,high_cholestral,hypertension,respiratory_system_diseases
211011255,12.369535826810900,9.789153249289020,16.308518768789800,1.572762453019960,4.439441012800790,32.222009458799500,10.348458671853600,28.775609006389600
211021262,12.334205680564300,11.410891936312200,14.657464860462000,1.613080461829430,3.442352801402070,34.881858073545500,9.689208461635880,30.309199402925500
211051274,12.935443199769800,11.496548593346300,14.525755719903400,1.795129557071540,3.300868454308390,33.767347578276000,10.279983689094700,30.478768523807400
211051275,13.601121335064500,11.395066184682200,15.844250780928400,1.923588555394540,3.522334154318660,33.573044082435100,9.860024098406300,30.148236438409700
211051276,14.053358761897100,13.527046170942700,16.457906203833400,2.072679042152880,3.450453120135110,32.632412349626500,9.644627943917300,30.306681647586000
211051277,14.498060606852900,11.552616484768600,17.052270558282800,1.917754675049350,3.478610267776420,37.080322966577700,9.699014741888680,30.458270202084300
211051278,13.775590635942300,11.651663964641200,16.696472691387800,1.871215420871820,3.605446724248960,32.802908680479000,10.369250603407400,30.054993649687500
211051279,13.622161288243000,11.604883289425900,16.512875516943000,1.815501908373540,3.477070306076710,32.674973065842000,10.552980558697100,30.807004310243700
211051280,13.601121335064500,11.395066184682200,15.844250780928400,1.923588555394540,3.522334154318660,33.573044082435100,9.860024098406300,30.148236438409700
211051281,13.601121335064500,11.395066184682200,15.844250780928400,1.923588555394540,3.522334154318660,33.573044082435100,9.860024098406300,30.148236438409700
211051282,12.935443199769800,11.496548593346300,14.525755719903400,1.795129557071540,3.300868454308390,33.767347578276000,10.279983689094700,30.478768523807400
211051283,13.622161288243000,11.604883289425900,16.512875516943000,1.815501908373540,3.477070306076710,32.674973065842000,10.552980558697100,30.807004310243700
211051284,12.935443199769800,11.496548593346300,14.525755719903400,1.795129557071540,3.300868454308390,33.767347578276000,10.279983689094700,30.478768523807400
211051285,13.775590635942300,11.651663964641200,16.696472691387800,1.871215420871820,3.605446724248960,32.802908680479000,10.369250603407400,30.054993649687500
211051286,14.286670253098500,12.737479538200300,17.573847849527900,1.961068977114340,3.565386289207720,32.197053356248300,9.801821425848730,29.984491846881200
212011289,13.283324692569900,11.450435279242900,14.571520298902100,1.802390413572470,3.410016153135250,32.889938587005100,10.039746305378000,29.331357835301700
212041311,15.659355782026000,7.822862426286850,15.661461950759200,1.953004683851460,9.643488337611080,31.879830970664500,9.696922005906160,26.404491951139700
212041312,14.856834191013500,8.763300663588980,16.474810921146700,1.754142052283610,6.756548847049820,32.019228176415600,10.107073999105800,30.023333790448400
212041314,11.172071030494800,8.367091628149020,19.564201911977500,1.565329290844160,6.529302955271800,31.525140637815700,10.637960170607700,29.413438359596500
212041315,13.550098680792600,8.479155568132440,15.737056847047700,1.917481459921820,7.358617899375740,32.084808567718900,9.751512958858400,26.489611755061600
212041316,14.856834191013500,8.763300663588980,16.474810921146700,1.754142052283610,6.756548847049820,32.019228176415600,10.107073999105800,30.023333790448400
212041317,12.944198759805600,6.844007638722860,17.677256817741500,1.711160721650980,10.803141288035400,32.136140020325900,10.058605750637300,26.771557347159200
212041318,12.944198759805600,6.844007638722860,17.677256817741500,1.711160721650980,10.803141288035400,32.136140020325900,10.058605750637300,26.771557347159200
213021341,13.486924100619500,11.084781340243200,17.575601109787800,2.044792888556410,3.900442186439220,33.244027680670200,9.206190362697830,32.517264952707200
213021342,14.995817577553500,9.779328036361760,16.806960549124900,1.742079451032400,6.084182949864540,32.542150750634600,10.395675096109200,29.900200584488500
213021343,16.056559868098200,6.926233012198640,17.887012805263500,1.839041166423440,7.520694509191100,31.917482087309200,9.876609194170450,28.679717157918900
213021344,12.965321923825700,11.792959854638700,16.696785811640800,1.850606319586770,5.055747750234720,32.552992528001100,9.620785650485650,32.749410100926100
213021345,12.488404707052700,9.890966401969610,19.084611535881200,1.713595478812370,5.719305802262560,31.957498404220400,10.611748587165600,30.890879974452400
213021346,12.965321923825700,11.792959854638700,16.696785811640800,1.850606319586770,5.055747750234720,32.552992528001100,9.620785650485650,32.749410100926100
213031347,13.843459957499000,8.624808435261200,19.826357359163200,2.086602968810200,8.895887623776490,32.288258912837500,10.252619001506300,24.204697737530000
213031348,11.955179228855500,7.771686293107790,17.547319619129800,1.750646696391470,6.670565513472870,32.229116441253200,9.489436058338920,24.155404216501000
213031349,11.436195540197000,7.114287230000480,19.165438527958200,1.540436561598520,6.016662443915470,32.009607576372100,10.247325219768100,24.998536953878500
213031350,12.557119380792000,11.075759494098700,17.289087939051300,1.763780014611720,6.014059982444300,32.026627131811900,9.996570408365330,27.109923392290100
213031351,11.955179228855500,7.771686293107790,17.547319619129800,1.750646696391470,6.670565513472870,32.229116441253200,9.489436058338920,24.155404216501000
213031352,12.557119380792000,11.075759494098700,17.289087939051300,1.763780014611720,6.014059982444300,32.026627131811900,9.996570408365330,27.109923392290100
213051363,16.101488791781200,9.075590274996890,16.683330523085600,2.062445134008670,7.762244147257760,32.433721983881400,10.769097691749100,25.350557009800500
